station_id,name,lat,lon
37903195,Transvaal - Charles de Gaulle ,48.84828,2.237342
102313219,Belliard - Damrémont,48.896692,2.338023
100906707,Boulets - Faubourg Saint-Antoine,48.849259,2.391755
624177860,Route de la Muette - Porte de Neuilly,48.879893,2.258767
27369223,Maine - Antoine Bourdelle,48.843085,2.320264
102336814,Kléber - Gouverneur Général Eboué,48.826886,2.272341
484423835,Président Wilson - Jean Jaures,48.890341,2.292068
54000618,Pyrénées - Maraîchers,48.85714,2.404351
653059879,Gare RER de Saint-Denis,48.935543,2.347149
210583589,Place Jacques Bonsergent,48.870948,2.361205
15291968,Place de Passy,48.857803,2.277501
15387809,Mozart - Jasmin,48.852861,2.268484
66491407,Haies - Réunion,48.853869,2.402426
221094844,Place Alphonse Deville,48.850188,2.327596
15397468,Maison de Radio - France,48.851329,2.277786
84966359,Naples - Rome,48.879961,2.321359
42908639,Lallier - Trudaine ,48.881092,2.340822
125469898,Square Léon,48.886674,2.353206
54000549,Villersexel - Saint-Germain,48.858297,2.323793
52329,Chernoviz - Raynouard,48.856986,2.282173
